mean_age (kr BP),deltaD,d18O,,high end T,low end T,,,precipitation_temperature,d18O_permil
119.0575,-385.96,-49.364286,,-49.217562,-49.51101,,,,
119.3505,-389.2,-49.75,,-49.603276,-49.896724,,,,
119.642,-381.3,-48.809524,,-48.6628,-48.956248,,,,
119.938,-386.73,-49.455952,,-49.309228,-49.602676,,,,
120.2405,-385.13,-49.265476,,-49.118752,-49.4122,,,,
120.539,-386.45,-49.422619,,-49.275895,-49.569343,,,,
120.8355,-385.52,-49.311905,,-49.165181,-49.458629,,,,
121.1355,-383.31,-49.04881,,-48.902086,-49.195533,,,,
121.4315,-384.48,-49.188095,,-49.041371,-49.334819,,,,
121.712,-379.21,-48.560714,,-48.41399,-48.707438,,,,
122.0055,-388.45,-49.660714,,-49.51399,-49.807438,,,,
122.3195,-387.82,-49.585714,,-49.43899,-49.732438,,,,
122.6315,-386.26,-49.4,,-49.253276,-49.546724,,,,
122.9425,-386.62,-49.442857,,-49.296133,-49.589581,,,,
123.2575,-389.74,-49.814286,,-49.667562,-49.96101,,,,
123.5765,-387.31,-49.525,,-49.378276,-49.671724,,,,
123.895,-388.38,-49.652381,,-49.505657,-49.799105,,,,
124.209,-385.4,-49.297619,,-49.150895,-49.444343,,,,
124.5075,-381.58,-48.842857,,-48.696133,-48.989581,,,,
124.7975,-379.03,-48.539286,,-48.392562,-48.68601,,,,
125.0875,-381.74,-48.861905,,-48.715181,-49.008629,,,,
125.371,-375.92,-48.169048,,-48.022324,-48.315772,,,,
125.6405,-371.95,-47.696429,,-47.549705,-47.843152,,,,
125.899,-370.66,-47.542857,,-47.396133,-47.689581,,,,
126.148,-364.29,-46.784524,,-46.6378,-46.931248,,,,
126.3915,-366.68,-47.069048,,-46.922324,-47.215772,,,,
126.6415,-367.92,-47.216667,,-47.069943,-47.363391,,,,
126.898,-369.51,-47.405952,,-47.259228,-47.552676,,,,
127.1615,-371.18,-47.604762,,-47.458038,-47.751486,,,,
127.43,-370.95,-47.577381,,-47.430657,-47.724105,,,,
127.6995,-371.99,-47.70119,,-47.554467,-47.847914,,,,
127.976,-374.89,-48.046429,,-47.899705,-48.193152,,,,
128.266,-376.11,-48.191667,,-48.044943,-48.338391,,,,
128.575,-383.51,-49.072619,,-48.925895,-49.219343,,,,
128.9015,-386.35,-49.410714,,-49.26399,-49.557438,,,,
129.237,-386.42,-49.419048,,-49.272324,-49.565772,,,,
129.5885,-392.06,-50.090476,,-49.943752,-50.2372,,,,
129.9695,-398.14,-50.814286,,-50.667562,-50.96101,,,,
130.374,-399.17,-50.936905,,-50.790181,-51.083629,,,,
130.808,-405.2,-51.654762,,-51.508038,-51.801486,,,,
131.2845,-413.88,-52.688095,,-52.541371,-52.834819,,,,
131.784,-411.61,-52.417857,,-52.271133,-52.564581,,,,
132.3075,-418.4,-53.22619,,-53.079467,-53.372914,,,,
132.8815,-423.3,-53.809524,,-53.6628,-53.956248,,,,
133.5195,-432.18,-54.866667,,-54.719943,-55.013391,,,,
134.2025,-433.24,-54.992857,,-54.846133,-55.139581,,,,
134.9095,-436.27,-55.353571,,-55.206848,-55.500295,,,,
135.625,-434.47,-55.139286,,-54.992562,-55.28601,,,,
136.338,-435.18,-55.22381,,-55.077086,-55.370533,,,,
137.0825,-440.71,-55.882143,,-55.735419,-56.028867,,,,
137.8535,-440.43,-55.84881,,-55.702086,-55.995533,,,,
138.6105,-437.05,-55.446429,,-55.299705,-55.593152,,,,
139.3625,-440.53,-55.860714,,-55.71399,-56.007438,,,,
140.124,-438.64,-55.635714,,-55.48899,-55.782438,,,,
140.874,-436.46,-55.37619,,-55.229467,-55.522914,,,,
141.6075,-435.2,-55.22619,,-55.079467,-55.372914,,,,
142.342,-436.97,-55.436905,,-55.290181,-55.583629,,,,
143.0845,-437.25,-55.470238,,-55.323514,-55.616962,,,,
143.8255,-435.92,-55.311905,,-55.165181,-55.458629,,,,
144.553,-435.89,-55.308333,,-55.161609,-55.455057,,,,
145.261,-430.74,-54.695238,,-54.548514,-54.841962,,,,
145.9785,-435.28,-55.235714,,-55.08899,-55.382438,,,,
146.706,-433.21,-54.989286,,-54.842562,-55.13601,,,,
147.431,-436,-55.321429,,-55.174705,-55.468152,,,,
148.1345,-429.4,-54.535714,,-54.38899,-54.682438,,,,
148.815,-430.65,-54.684524,,-54.5378,-54.831248,,,,
149.503,-430.22,-54.633333,,-54.486609,-54.780057,,,,
150.2,-433.21,-54.989286,,-54.842562,-55.13601,,,,
150.91,-431.7,-54.809524,,-54.6628,-54.956248,,,,
151.6425,-435.65,-55.279762,,-55.133038,-55.426486,,,,
152.405,-437.71,-55.525,,-55.378276,-55.671724,,,,
153.198,-441.06,-55.92381,,-55.777086,-56.070533,,,,
154.009,-438.98,-55.67619,,-55.529467,-55.822914,,,,
154.8175,-441.16,-55.935714,,-55.78899,-56.082438,,,,
155.6185,-439.72,-55.764286,,-55.617562,-55.91101,,,,
156.408,-438.65,-55.636905,,-55.490181,-55.783629,,,,
157.1425,-427.36,-54.292857,,-54.146133,-54.439581,,,,
157.8315,-426.93,-54.241667,,-54.094943,-54.388391,,,,
158.5445,-432.05,-54.85119,,-54.704467,-54.997914,,,,
159.292,-435.77,-55.294048,,-55.147324,-55.440772,,,,
160.0435,-423.84,-53.87381,,-53.727086,-54.020533,,,,
160.7745,-427.55,-54.315476,,-54.168752,-54.4622,,,,
161.5255,-434.04,-55.088095,,-54.941371,-55.234819,,,,
162.3245,-436.78,-55.414286,,-55.267562,-55.56101,,,,
163.1475,-438.67,-55.639286,,-55.492562,-55.78601,,,,
163.967,-437.62,-55.514286,,-55.367562,-55.66101,,,,
164.759,-435.09,-55.213095,,-55.066371,-55.359819,,,,
165.5125,-430.53,-54.670238,,-54.523514,-54.816962,,,,
166.239,-425.53,-54.075,,-53.928276,-54.221724,,,,
166.962,-428.55,-54.434524,,-54.2878,-54.581248,,,,
167.7145,-430.86,-54.709524,,-54.5628,-54.856248,,,,
168.5075,-434.18,-55.104762,,-54.958038,-55.251486,,,,
169.319,-437.51,-55.50119,,-55.354467,-55.647914,,,,
170.0995,-424.97,-54.008333,,-53.861609,-54.155057,,,,
170.864,-432.57,-54.913095,,-54.766371,-55.059819,,,,
171.6755,-431.98,-54.842857,,-54.696133,-54.989581,,,,
172.518,-436.32,-55.359524,,-55.2128,-55.506248,,,,
173.3545,-434.8,-55.178571,,-55.031848,-55.325295,,,,
174.1895,-439.17,-55.69881,,-55.552086,-55.845533,,,,
175.0395,-433.04,-54.969048,,-54.822324,-55.115772,,,,
175.8945,-427.72,-54.335714,,-54.18899,-54.482438,,,,
176.7665,-427.52,-54.311905,,-54.165181,-54.458629,,,,
177.666,-435.78,-55.295238,,-55.148514,-55.441962,,,,
178.5545,-437.1,-55.452381,,-55.305657,-55.599105,,,,
179.4485,-439.06,-55.685714,,-55.53899,-55.832438,,,,
180.392,-442.53,-56.09881,,-55.952086,-56.245533,,,,
181.3405,-440.56,-55.864286,,-55.717562,-56.01101,,,,
182.281,-440.06,-55.804762,,-55.658038,-55.951486,,,,
183.224,-441.63,-55.991667,,-55.844943,-56.138391,,,,
184.1385,-437.97,-55.555952,,-55.409228,-55.702676,,,,
185.0085,-431.09,-54.736905,,-54.590181,-54.883629,,,,
185.8025,-423.05,-53.779762,,-53.633038,-53.926486,,,,
186.499,-412.8,-52.559524,,-52.4128,-52.706248,,,,
187.183,-424.91,-54.00119,,-53.854467,-54.147914,,,,
187.9335,-427.7,-54.333333,,-54.186609,-54.480057,,,,
188.7305,-431.79,-54.820238,,-54.673514,-54.966962,,,,
189.523,-430.54,-54.671429,,-54.524705,-54.818152,,,,
190.276,-422.8,-53.75,,-53.603276,-53.896724,,,,
191.052,-425.52,-54.07381,,-53.927086,-54.220533,,,,
191.8715,-430.66,-54.685714,,-54.53899,-54.832438,,,,
192.662,-427.36,-54.292857,,-54.146133,-54.439581,,,,
193.393,-419.9,-53.404762,,-53.258038,-53.551486,,,,
194.0925,-420.01,-53.417857,,-53.271133,-53.564581,,,,
194.7695,-408.39,-52.034524,,-51.8878,-52.181248,,,,
195.4055,-411.57,-52.413095,,-52.266371,-52.559819,,,,
196.013,-408.11,-52.00119,,-51.854467,-52.147914,,,,
196.6105,-406.02,-51.752381,,-51.605657,-51.899105,,,,
197.21,-405.71,-51.715476,,-51.568752,-51.8622,,,,
197.818,-402.69,-51.355952,,-51.209228,-51.502676,,,,
198.4415,-406.53,-51.813095,,-51.666371,-51.959819,,,,
199.084,-406.02,-51.752381,,-51.605657,-51.899105,,,,
199.76,-412.28,-52.497619,,-52.350895,-52.644343,,,,
200.4955,-417.43,-53.110714,,-52.96399,-53.257438,,,,
201.281,-422.11,-53.667857,,-53.521133,-53.814581,,,,
202.075,-421.09,-53.546429,,-53.399705,-53.693152,,,,
202.8635,-418.58,-53.247619,,-53.100895,-53.394343,,,,
203.6225,-411.55,-52.410714,,-52.26399,-52.557438,,,,
204.3375,-411.35,-52.386905,,-52.240181,-52.533629,,,,
205.037,-410.23,-52.253571,,-52.106848,-52.400295,,,,
205.7305,-410.78,-52.319048,,-52.172324,-52.465772,,,,
206.4105,-407.59,-51.939286,,-51.792562,-52.08601,,,,
207.081,-404.57,-51.579762,,-51.433038,-51.726486,,,,
207.752,-405.64,-51.707143,,-51.560419,-51.853867,,,,
208.4085,-399.73,-51.003571,,-50.856848,-51.150295,,,,
209.0525,-400.91,-51.144048,,-50.997324,-51.290772,,,,
209.6965,-402.12,-51.288095,,-51.141371,-51.434819,,,,
210.3425,-402.78,-51.366667,,-51.219943,-51.513391,,,,
211.005,-406.27,-51.782143,,-51.635419,-51.928867,,,,
211.6855,-403.34,-51.433333,,-51.286609,-51.580057,,,,
212.3805,-407.72,-51.954762,,-51.808038,-52.101486,,,,
213.071,-403.2,-51.416667,,-51.269943,-51.563391,,,,
213.7325,-399.75,-51.005952,,-50.859228,-51.152676,,,,
214.3875,-402.01,-51.275,,-51.128276,-51.421724,,,,
215.0795,-406.3,-51.785714,,-51.63899,-51.932438,,,,
215.829,-412.35,-52.505952,,-52.359228,-52.652676,,,,
216.635,-418,-53.178571,,-53.031848,-53.325295,,,,
217.4815,-420.45,-53.470238,,-53.323514,-53.616962,,,,
218.3705,-422.68,-53.735714,,-53.58899,-53.882438,,,,
219.337,-429.18,-54.509524,,-54.3628,-54.656248,,,,
220.4155,-437.22,-55.466667,,-55.319943,-55.613391,,,,
221.568,-437.48,-55.497619,,-55.350895,-55.644343,,,,
222.759,-440.76,-55.888095,,-55.741371,-56.034819,,,,
223.946,-437.53,-55.503571,,-55.356848,-55.650295,,,,
225.0255,-425.86,-54.114286,,-53.967562,-54.26101,,,,
226.0315,-425.91,-54.120238,,-53.973514,-54.266962,,,,
227.121,-436.18,-55.342857,,-55.196133,-55.489581,,,,
228.2455,-430.28,-54.640476,,-54.493752,-54.7872,,,,
229.352,-433.92,-55.07381,,-54.927086,-55.220533,,,,
230.466,-430.62,-54.680952,,-54.534228,-54.827676,,,,
231.556,-428.8,-54.464286,,-54.317562,-54.61101,,,,
232.604,-423.71,-53.858333,,-53.711609,-54.005057,,,,
233.591,-420.26,-53.447619,,-53.300895,-53.594343,,,,
234.5265,-416.12,-52.954762,,-52.808038,-53.101486,,,,
235.4065,-411.2,-52.369048,,-52.222324,-52.515772,,,,
236.2515,-409.06,-52.114286,,-51.967562,-52.26101,,,,
237.0915,-409.96,-52.221429,,-52.074705,-52.368152,,,,
237.9215,-407.09,-51.879762,,-51.733038,-52.026486,,,,
238.736,-406.63,-51.825,,-51.678276,-51.971724,,,,
239.516,-401.12,-51.169048,,-51.022324,-51.315772,,,,
240.247,-396.51,-50.620238,,-50.473514,-50.766962,,,,
240.9225,-387.87,-49.591667,,-49.444943,-49.738391,,,,
241.5365,-381.26,-48.804762,,-48.658038,-48.951486,,,,
242.1385,-384.36,-49.17381,,-49.027086,-49.320533,,,,
242.7625,-385.35,-49.291667,,-49.144943,-49.438391,,,,
243.4075,-387.3,-49.52381,,-49.377086,-49.670533,,,,
244.1225,-399.38,-50.961905,,-50.815181,-51.108629,,,,
244.9445,-407.63,-51.944048,,-51.797324,-52.090772,,,,
245.886,-417.21,-53.084524,,-52.9378,-53.231248,,,,
246.971,-427.62,-54.32381,,-54.177086,-54.470533,,,,
248.1015,-423.59,-53.844048,,-53.697324,-53.990772,,,,
249.247,-427.42,-54.3,,-54.153276,-54.446724,,,,
250.4885,-434.25,-55.113095,,-54.966371,-55.259819,,,,
251.7995,-434.31,-55.120238,,-54.973514,-55.266962,,,,
253.1285,-435.16,-55.221429,,-55.074705,-55.368152,,,,
254.44,-432.52,-54.907143,,-54.760419,-55.053867,,,,
255.75,-434.48,-55.140476,,-54.993752,-55.2872,,,,
257.0445,-430.15,-54.625,,-54.478276,-54.771724,,,,
258.289,-427.73,-54.336905,,-54.190181,-54.483629,,,,
259.566,-433.03,-54.967857,,-54.821133,-55.114581,,,,
260.8795,-431.53,-54.789286,,-54.642562,-54.93601,,,,
262.21,-434.76,-55.17381,,-55.027086,-55.320533,,,,
263.504,-426.8,-54.22619,,-54.079467,-54.372914,,,,
264.7465,-428.06,-54.37619,,-54.229467,-54.522914,,,,
266.0415,-431.98,-54.842857,,-54.696133,-54.989581,,,,
267.421,-435.29,-55.236905,,-55.090181,-55.383629,,,,
268.878,-438.37,-55.603571,,-55.456848,-55.750295,,,,
270.3905,-439.64,-55.754762,,-55.608038,-55.901486,,,,
271.9635,-442.44,-56.088095,,-55.941371,-56.234819,,,,
273.564,-441.3,-55.952381,,-55.805657,-56.099105,,,,
275.1365,-438.86,-55.661905,,-55.515181,-55.808629,,,,
276.696,-439.77,-55.770238,,-55.623514,-55.916962,,,,
278.26,-439.33,-55.717857,,-55.571133,-55.864581,,,,
279.7515,-432.66,-54.92381,,-54.777086,-55.070533,,,,
281.1615,-431.21,-54.75119,,-54.604467,-54.897914,,,,
282.5515,-430.95,-54.720238,,-54.573514,-54.866962,,,,
283.8995,-426.63,-54.205952,,-54.059228,-54.352676,,,,
285.193,-425.24,-54.040476,,-53.893752,-54.1872,,,,
286.432,-420.35,-53.458333,,-53.311609,-53.605057,,,,
287.631,-419.53,-53.360714,,-53.21399,-53.507438,,,,
288.8175,-418.91,-53.286905,,-53.140181,-53.433629,,,,
289.958,-412.24,-52.492857,,-52.346133,-52.639581,,,,
291.1275,-419.88,-53.402381,,-53.255657,-53.549105,,,,
292.436,-426.58,-54.2,,-54.053276,-54.346724,,,,
293.8755,-432.52,-54.907143,,-54.760419,-55.053867,,,,
295.346,-429.2,-54.511905,,-54.365181,-54.658629,,,,
296.793,-427.91,-54.358333,,-54.211609,-54.505057,,,,
298.2825,-430.76,-54.697619,,-54.550895,-54.844343,,,,
299.7565,-426.19,-54.153571,,-54.006848,-54.300295,,,,
301.227,-429.87,-54.591667,,-54.444943,-54.738391,,,,
302.7165,-426.73,-54.217857,,-54.071133,-54.364581,,,,
304.154,-422.51,-53.715476,,-53.568752,-53.8622,,,,
305.551,-420.07,-53.425,,-53.278276,-53.571724,,,,
307.0495,-430.52,-54.669048,,-54.522324,-54.815772,,,,
308.648,-429.03,-54.491667,,-54.344943,-54.638391,,,,
310.2305,-430.09,-54.617857,,-54.471133,-54.764581,,,,
311.774,-425.82,-54.109524,,-53.9628,-54.256248,,,,
313.224,-420.33,-53.455952,,-53.309228,-53.602676,,,,
314.567,-414.11,-52.715476,,-52.568752,-52.8622,,,,
315.833,-411.95,-52.458333,,-52.311609,-52.605057,,,,
317.0785,-410.13,-52.241667,,-52.094943,-52.388391,,,,
318.3995,-418.41,-53.227381,,-53.080657,-53.374105,,,,
319.8335,-423.24,-53.802381,,-53.655657,-53.949105,,,,
321.253,-416.72,-53.02619,,-52.879467,-53.172914,,,,
322.566,-411.47,-52.40119,,-52.254467,-52.547914,,,,
323.7785,-406.05,-51.755952,,-51.609228,-51.902676,,,,
324.899,-399.26,-50.947619,,-50.800895,-51.094343,,,,
325.965,-397.41,-50.727381,,-50.580657,-50.874105,,,,
326.996,-394.31,-50.358333,,-50.211609,-50.505057,,,,
328.008,-394.86,-50.42381,,-50.277086,-50.570533,,,,
329.015,-393.33,-50.241667,,-50.094943,-50.388391,,,,
330.006,-392.25,-50.113095,,-49.966371,-50.259819,,,,
330.983,-390.83,-49.944048,,-49.797324,-50.090772,,,,
331.9645,-392.95,-50.196429,,-50.049705,-50.343152,,,,
332.924,-387.97,-49.603571,,-49.456848,-49.750295,,,,
333.7965,-377.78,-48.390476,,-48.243752,-48.5372,,,,
334.578,-369.07,-47.353571,,-47.206848,-47.500295,,,,
335.3315,-369.24,-47.37381,,-47.227086,-47.520533,,,,
336.1455,-378.23,-48.444048,,-48.297324,-48.590772,,,,
337.1045,-391.48,-50.021429,,-49.874705,-50.168152,,,,
338.251,-403.29,-51.427381,,-51.280657,-51.574105,,,,
339.603,-413.06,-52.590476,,-52.443752,-52.7372,,,,
341.287,-430.03,-54.610714,,-54.46399,-54.757438,,,,
343.363,-442.39,-56.082143,,-55.935419,-56.228867,,,,
345.578,-439.96,-55.792857,,-55.646133,-55.939581,,,,
347.738,-436.94,-55.433333,,-55.286609,-55.580057,,,,
349.786,-432.98,-54.961905,,-54.815181,-55.108629,,,,
351.7445,-431.52,-54.788095,,-54.641371,-54.934819,,,,
353.7665,-436.45,-55.375,,-55.228276,-55.521724,,,,
355.941,-440.49,-55.855952,,-55.709228,-56.002676,,,,
358.225,-441.79,-56.010714,,-55.86399,-56.157438,,,,
360.499,-439.09,-55.689286,,-55.542562,-55.83601,,,,
362.681,-434.65,-55.160714,,-55.01399,-55.307438,,,,
364.7745,-431.92,-54.835714,,-54.68899,-54.982438,,,,
366.848,-432.18,-54.866667,,-54.719943,-55.013391,,,,
368.94,-433.05,-54.970238,,-54.823514,-55.116962,,,,
370.949,-426.45,-54.184524,,-54.0378,-54.331248,,,,
372.831,-422.39,-53.70119,,-53.554467,-53.847914,,,,
374.8175,-432.15,-54.863095,,-54.716371,-55.009819,,,,
376.9055,-429.58,-54.557143,,-54.410419,-54.703867,,,,
378.9085,-426.19,-54.153571,,-54.006848,-54.300295,,,,
380.771,-418.74,-53.266667,,-53.119943,-53.413391,,,,
382.5675,-419.59,-53.367857,,-53.221133,-53.514581,,,,
384.39,-420.6,-53.488095,,-53.341371,-53.634819,,,,
386.1715,-414.89,-52.808333,,-52.661609,-52.955057,,,,
388.083,-426.1,-54.142857,,-53.996133,-54.289581,,,,
390.1135,-422.48,-53.711905,,-53.565181,-53.858629,,,,
391.997,-414.63,-52.777381,,-52.630657,-52.924105,,,,
393.6775,-404.32,-51.55,,-51.403276,-51.696724,,,,
395.1995,-399.12,-50.930952,,-50.784228,-51.077676,,,,
396.652,-396.35,-50.60119,,-50.454467,-50.747914,,,,
398.078,-394.83,-50.420238,,-50.273514,-50.566962,,,,
399.4625,-390.92,-49.954762,,-49.808038,-50.101486,,,,
400.793,-388.52,-49.669048,,-49.522324,-49.815772,,,,
402.0845,-385.26,-49.280952,,-49.134228,-49.427676,,,,
403.3575,-385.39,-49.296429,,-49.149705,-49.443152,,,,
404.6185,-382.96,-49.007143,,-48.860419,-49.153867,,,,
405.866,-383.34,-49.052381,,-48.905657,-49.199105,,,,
407.118,-382.98,-49.009524,,-48.8628,-49.156248,,,,
408.3925,-384.31,-49.167857,,-49.021133,-49.314581,,,,
409.713,-386.61,-49.441667,,-49.294943,-49.588391,,,,
411.0995,-390.62,-49.919048,,-49.772324,-50.065772,,,,
412.544,-391.78,-50.057143,,-49.910419,-50.203867,,,,
414.029,-393.15,-50.220238,,-50.073514,-50.366962,,,,
415.5435,-392.29,-50.117857,,-49.971133,-50.264581,,,,
417.1015,-395.56,-50.507143,,-50.360419,-50.653867,,,,
418.764,-400.21,-51.060714,,-50.91399,-51.207438,,,,
420.526,-402.62,-51.347619,,-51.200895,-51.494343,,,,
422.295,-397.19,-50.70119,,-50.554467,-50.847914,,,,
424.299,-414.82,-52.8,,-52.653276,-52.946724,,,,
426.957,-434.75,-55.172619,,-55.025895,-55.319343,,,,
430.191,-443.04,-56.159524,,-56.0128,-56.306248,,,,
433.6335,-442.95,-56.14881,,-56.002086,-56.295533,,,,
436.9255,-435.37,-55.246429,,-55.099705,-55.393152,,,,
439.997,-432.53,-54.908333,,-54.761609,-55.055057,,,,
443.0565,-433.59,-55.034524,,-54.8878,-55.181248,,,,
446.078,-429.91,-54.596429,,-54.449705,-54.743152,,,,
449.2065,-438.89,-55.665476,,-55.518752,-55.8122,,,,
452.413,-433.1,-54.97619,,-54.829467,-55.122914,,,,
455.5215,-434.73,-55.170238,,-55.023514,-55.316962,,,,
458.366,-418.64,-53.254762,,-53.108038,-53.401486,,,,
460.956,-420.09,-53.427381,,-53.280657,-53.574105,,,,
463.5735,-420.98,-53.533333,,-53.386609,-53.680057,,,,
466.111,-414.38,-52.747619,,-52.600895,-52.894343,,,,
468.509,-411.36,-52.388095,,-52.241371,-52.534819,,,,
470.7925,-406.11,-51.763095,,-51.616371,-51.909819,,,,
473.025,-406.39,-51.796429,,-51.649705,-51.943152,,,,
475.3435,-410.29,-52.260714,,-52.11399,-52.407438,,,,
477.752,-411.3,-52.380952,,-52.234228,-52.527676,,,,
480.2305,-413.64,-52.659524,,-52.5128,-52.806248,,,,
482.8105,-416.9,-53.047619,,-52.900895,-53.194343,,,,
485.457,-416.91,-53.04881,,-52.902086,-53.195533,,,,
488.1485,-417.94,-53.171429,,-53.024705,-53.318152,,,,
491.003,-424.33,-53.932143,,-53.785419,-54.078867,,,,
493.9665,-423.04,-53.778571,,-53.631848,-53.925295,,,,
496.8595,-418.9,-53.285714,,-53.13899,-53.432438,,,,
499.643,-416.41,-52.989286,,-52.842562,-53.13601,,,,
502.3385,-413.2,-52.607143,,-52.460419,-52.753867,,,,
505.0155,-413.56,-52.65,,-52.503276,-52.796724,,,,
507.81,-418.34,-53.219048,,-53.072324,-53.365772,,,,
510.7255,-419.35,-53.339286,,-53.192562,-53.48601,,,,
513.73,-420.59,-53.486905,,-53.340181,-53.633629,,,,
517.0585,-431.16,-54.745238,,-54.598514,-54.891962,,,,
520.643,-429.67,-54.567857,,-54.421133,-54.714581,,,,
524.3055,-433.02,-54.966667,,-54.819943,-55.113391,,,,
528.1045,-434.28,-55.116667,,-54.969943,-55.263391,,,,
531.8845,-432.21,-54.870238,,-54.723514,-55.016962,,,,
535.4205,-424.74,-53.980952,,-53.834228,-54.127676,,,,
538.6,-416.07,-52.94881,,-52.802086,-53.095533,,,,
541.66,-418.03,-53.182143,,-53.035419,-53.328867,,,,
545.015,-427.17,-54.270238,,-54.123514,-54.416962,,,,
548.469,-420.96,-53.530952,,-53.384228,-53.677676,,,,
551.692,-415.23,-52.84881,,-52.702086,-52.995533,,,,
554.656,-407.86,-51.971429,,-51.824705,-52.118152,,,,
557.4325,-405.2,-51.654762,,-51.508038,-51.801486,,,,
560.1315,-403.08,-51.402381,,-51.255657,-51.549105,,,,
562.763,-400.84,-51.135714,,-50.98899,-51.282438,,,,
565.3755,-400.96,-51.15,,-51.003276,-51.296724,,,,
568.015,-401.98,-51.271429,,-51.124705,-51.418152,,,,
570.671,-400.97,-51.15119,,-51.004467,-51.297914,,,,
573.3715,-403.5,-51.452381,,-51.305657,-51.599105,,,,
576.1465,-404.53,-51.575,,-51.428276,-51.721724,,,,
578.931,-402.97,-51.389286,,-51.242562,-51.53601,,,,
581.7,-403.22,-51.419048,,-51.272324,-51.565772,,,,
584.422,-398.73,-50.884524,,-50.7378,-51.031248,,,,
587.4595,-414.07,-52.710714,,-52.56399,-52.857438,,,,
591.2075,-427.39,-54.296429,,-54.149705,-54.443152,,,,
595.1815,-423.63,-53.84881,,-53.702086,-53.995533,,,,
598.9855,-421.74,-53.62381,,-53.477086,-53.770533,,,,
602.811,-423.15,-53.791667,,-53.644943,-53.938391,,,,
606.6895,-421.89,-53.641667,,-53.494943,-53.788391,,,,
610.337,-413.49,-52.641667,,-52.494943,-52.788391,,,,
613.5425,-402.79,-51.367857,,-51.221133,-51.514581,,,,
616.4545,-399.16,-50.935714,,-50.78899,-51.082438,,,,
619.3935,-403.16,-51.411905,,-51.265181,-51.558629,,,,
622.502,-403.9,-51.5,,-51.353276,-51.646724,,,,
626.371,-425.56,-54.078571,,-53.931848,-54.225295,,,,
631.327,-438.68,-55.640476,,-55.493752,-55.7872,,,,
636.4775,-432.07,-54.853571,,-54.706848,-55.000295,,,,
641.378,-431.67,-54.805952,,-54.659228,-54.952676,,,,
646.435,-435.95,-55.315476,,-55.168752,-55.4622,,,,
651.856,-441.38,-55.961905,,-55.815181,-56.108629,,,,
657.162,-432.93,-54.955952,,-54.809228,-55.102676,,,,
661.9795,-427.54,-54.314286,,-54.167562,-54.46101,,,,
666.5055,-424.38,-53.938095,,-53.791371,-54.084819,,,,
670.9625,-425.19,-54.034524,,-53.8878,-54.181248,,,,
675.206,-416.91,-53.04881,,-52.902086,-53.195533,,,,
679.091,-411.95,-52.458333,,-52.311609,-52.605057,,,,
682.7885,-409.67,-52.186905,,-52.040181,-52.333629,,,,
686.296,-404.39,-51.558333,,-51.411609,-51.705057,,,,
689.6555,-403.41,-51.441667,,-51.294943,-51.588391,,,,
693.0355,-403.47,-51.44881,,-51.302086,-51.595533,,,,
696.5455,-406.2,-51.77381,,-51.627086,-51.920533,,,,
700.148,-405.53,-51.694048,,-51.547324,-51.840772,,,,
703.884,-410.34,-52.266667,,-52.119943,-52.413391,,,,
707.834,-413.07,-52.591667,,-52.444943,-52.738391,,,,
711.9255,-413.19,-52.605952,,-52.459228,-52.752676,,,,
716.4975,-424.46,-53.947619,,-53.800895,-54.094343,,,,
721.561,-428.37,-54.413095,,-54.266371,-54.559819,,,,
726.492,-422.73,-53.741667,,-53.594943,-53.888391,,,,
730.996,-415.6,-52.892857,,-52.746133,-53.039581,,,,
735.3315,-415.08,-52.830952,,-52.684228,-52.977676,,,,
739.973,-433.65,-55.041667,,-54.894943,-55.188391,,,,
